order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,manufacturer,order_year,order_day,order_month,state_code
CA-2017-125290,2017-11-06,2017-11-10,Second Class,CC-12430,"C, Clark",Home Office,Minneapolis,Minnesota,55407,Central,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0.0,12.1348,Easy-staple,2017,Monday,November,MN
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,"T, Chapman",Home Office,Columbus,Georgia,31907,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,411.8,2,0.0,70.006,Bevis,2017,Sunday,April,GA
CA-2017-121419,2017-04-02,2017-04-04,First Class,TC-21475,"T, Chapman",Home Office,Columbus,Georgia,31907,South,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6,NETGEAR,2017,Sunday,April,GA
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,"N, Zandusky",Home Office,Meridian,Idaho,83642,West,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,41.96,2,0.0,2.9372,36X48,2017,Friday,October,ID
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,"N, Zandusky",Home Office,Meridian,Idaho,83642,West,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",227.84,4,0.0,66.0736,Conquest,2017,Friday,October,ID
US-2017-148054,2017-10-06,2017-10-11,Standard Class,NZ-18565,"N, Zandusky",Home Office,Meridian,Idaho,83642,West,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0.0,18.2112,Computer,2017,Friday,October,ID
CA-2016-128517,2016-04-09,2016-04-14,Second Class,SW-20350,"S, Wendt",Home Office,Detroit,Michigan,48227,Central,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,517.9,2,0.0,134.654,Nortel,2016,Saturday,April,MI
CA-2016-128517,2016-04-09,2016-04-14,Second Class,SW-20350,"S, Wendt",Home Office,Detroit,Michigan,48227,Central,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,5.28,2,0.0,2.4288,Storex,2016,Saturday,April,MI
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,"H, Holden",Corporate,San Francisco,California,94110,West,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,8.96,2,0.0,4.3008,Ampad,2017,Thursday,October,CA
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,"H, Holden",Corporate,San Francisco,California,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,0.0,15.12,Avery,2017,Thursday,October,CA
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,"H, Holden",Corporate,San Francisco,California,94110,West,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",30.56,2,0.0,10.3904,Linden,2017,Thursday,October,CA
CA-2017-131492,2017-10-19,2017-10-24,Second Class,HH-15010,"H, Holden",Corporate,San Francisco,California,94110,West,FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,24.368,2,0.2,-3.3506,Anderson,2017,Thursday,October,CA
CA-2016-144554,2016-11-07,2016-11-12,Standard Class,DM-13345,"D, Monton",Corporate,Newark,Ohio,43055,East,TEC-AC-10002800,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,119.976,3,0.2,22.4955,Plantronics,2016,Monday,November,OH
CA-2017-127621,2017-03-03,2017-03-07,Standard Class,RE-19450,"R, Eichhorn",Consumer,Dallas,Texas,75081,Central,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",26.88,8,0.2,9.744,Important,2017,Friday,March,TX
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,"B, Farhat",Home Office,Albuquerque,New Mexico,87105,West,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",90.8,8,0.0,25.424,SimpliFile,2017,Monday,March,NM
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,"B, Farhat",Home Office,Albuquerque,New Mexico,87105,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,140.736,8,0.2,49.2576,OtterBox,2017,Monday,March,NM
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,"B, Farhat",Home Office,Albuquerque,New Mexico,87105,West,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,214.95,5,0.0,88.1295,Logitech,2017,Monday,March,NM
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,"B, Farhat",Home Office,Albuquerque,New Mexico,87105,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,45.36,7,0.0,21.7728,Xerox,2017,Monday,March,NM
CA-2017-106859,2017-03-13,2017-03-18,Second Class,BF-11215,"B, Farhat",Home Office,Albuquerque,New Mexico,87105,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,288.24,6,0.0,138.3552,Xerox,2017,Monday,March,NM
US-2017-120089,2017-11-30,2017-11-30,Same Day,ML-17755,"M, Ludwig",Home Office,Toledo,Ohio,43615,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,663.936,4,0.2,82.9919999999999,Kensington,2017,Thursday,November,OH
CA-2016-125206,2016-01-03,2016-01-05,First Class,LR-16915,"L, Radford",Consumer,Los Angeles,California,90045,West,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,0.0,28.615,Recycled,2016,Sunday,January,CA
CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,"K, Bavinger",Home Office,Apple Valley,California,92307,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,12.96,2,0.0,6.2208,Xerox,2017,Monday,September,CA
CA-2017-101182,2017-09-04,2017-09-05,First Class,KB-16405,"K, Bavinger",Home Office,Apple Valley,California,92307,West,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,3,0.2,15.1116,invisibleSHIELD,2017,Monday,September,CA
US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,"D, Wilson",Home Office,Louisville,Kentucky,40214,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,58.34,2,0.0,28.0032,Binding,2017,Saturday,May,KY
US-2017-132297,2017-05-27,2017-06-02,Standard Class,DW-13480,"D, Wilson",Home Office,Louisville,Kentucky,40214,South,TEC-PH-10002834,Technology,Phones,Google Nexus 5,539.97,3,0.0,134.9925,Google,2017,Saturday,May,KY
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,"T, Prescott",Consumer,Houston,Texas,77070,Central,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,252.784,4,0.8,-417.0936,GBC,2017,Thursday,February,TX
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,"T, Prescott",Consumer,Houston,Texas,77070,Central,TEC-AC-10002402,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,0.2,15.998,Razer,2017,Thursday,February,TX
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,"T, Prescott",Consumer,Houston,Texas,77070,Central,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,3.984,2,0.6,-2.6892,Stacking,2017,Thursday,February,TX
CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TP-21415,"T, Prescott",Consumer,Houston,Texas,77070,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,12.992,2,0.8,-32.48,Belkin,2017,Thursday,February,TX
US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,"D, Byrd",Home Office,Henderson,Kentucky,42420,South,FUR-FU-10001591,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62,Advantus,2017,Friday,March,KY
US-2017-159205,2017-03-31,2017-04-02,Second Class,DB-12910,"D, Byrd",Home Office,Henderson,Kentucky,42420,South,TEC-PH-10000526,Technology,Phones,Vtech CS6719,671.93,7,0.0,188.1404,Vtech,2017,Friday,March,KY
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,"B, Hoffman",Consumer,Newark,Delaware,19711,East,OFF-BI-10001071,Office Supplies,Binders,GBC ProClick Punch Binding System,447.86,7,0.0,219.4514,GBC,2016,Thursday,March,DE
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,"B, Hoffman",Consumer,Newark,Delaware,19711,East,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,479.95,5,0.0,129.5865,Pyle,2016,Thursday,March,DE
CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,"B, Hoffman",Consumer,Newark,Delaware,19711,East,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,166.44,3,0.0,79.8912,Xerox,2016,Thursday,March,DE
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,"C, Voltz",Corporate,Fort Worth,Texas,76106,Central,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,11.592,Avery,2017,Thursday,April,TX
CA-2017-135692,2017-04-27,2017-05-01,Standard Class,CV-12805,"C, Voltz",Corporate,Fort Worth,Texas,76106,Central,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096,Sauder,2017,Thursday,April,TX
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,"C, Sundaresam",Consumer,New York City,New York,10024,East,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022,Avery,2017,Friday,April,NY
CA-2017-131233,2017-04-14,2017-04-19,Standard Class,CS-12355,"C, Sundaresam",Consumer,New York City,New York,10024,East,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.08819999999997,Bush,2017,Friday,April,NY
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,"J, Gross",Corporate,Providence,Rhode Island,2908,East,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,695.16,6,0.0,34.758,Premier,2017,Friday,December,RI
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,"J, Gross",Corporate,Providence,Rhode Island,2908,East,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0.0,50.8254,Bush,2017,Friday,December,RI
CA-2016-124562,2016-12-08,2016-12-12,Standard Class,JP-16135,"J, Prescott",Home Office,Columbus,Ohio,43229,East,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",12.957,7,0.7,-9.5018,Universal,2016,Thursday,December,OH
US-2017-140074,2017-03-23,2017-03-29,Standard Class,EC-14050,"E, Creighton",Consumer,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,25.68,6,0.0,11.556,Xerox,2017,Thursday,March,NY
CA-2016-103037,2016-07-25,2016-07-29,Standard Class,KH-16630,"K, Heidel",Corporate,Houston,Texas,77070,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956,Avery,2016,Monday,July,TX
CA-2017-127460,2017-07-10,2017-07-14,Standard Class,FG-14260,"F, Gastineau",Home Office,Aurora,Illinois,60505,Central,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156,Fellowes,2017,Monday,July,IL
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,"A, Allen",Consumer,Springfield,Missouri,65807,Central,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0.0,10.0878,Strathmore,2016,Sunday,July,MO
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,"A, Allen",Consumer,Springfield,Missouri,65807,Central,OFF-ST-10002344,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.85880000000002,Carina,2016,Sunday,July,MO
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,"A, Allen",Consumer,Springfield,Missouri,65807,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0.0,3.7436,Rediform,2016,Sunday,July,MO
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,"A, Allen",Consumer,Springfield,Missouri,65807,Central,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,51.84,8,0.0,25.4016,Xerox,2016,Sunday,July,MO
CA-2016-121671,2016-07-17,2016-07-22,Standard Class,AA-10480,"A, Allen",Consumer,Springfield,Missouri,65807,Central,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0.0,47.7306,Tennsco,2016,Sunday,July,MO
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,"M, Schwartz",Consumer,Seattle,Washington,98105,West,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,837.6,3,0.2,62.8200000000001,Okidata,2016,Tuesday,August,WA
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,"M, Schwartz",Consumer,Seattle,Washington,98105,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,0.0,63.873,Tyvek,2016,Tuesday,August,WA
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,"M, Schwartz",Consumer,Seattle,Washington,98105,West,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,34.68,6,0.0,16.9932,Xerox,2016,Tuesday,August,WA
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,"M, Schwartz",Consumer,Seattle,Washington,98105,West,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,0.2,-39.9528,Office,2016,Tuesday,August,WA
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,"M, Schwartz",Consumer,Seattle,Washington,98105,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0.0,11.206,Acco,2016,Tuesday,August,WA
CA-2016-150350,2016-08-23,2016-08-30,Standard Class,MS-17770,"M, Schwartz",Consumer,Seattle,Washington,98105,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.0,0.158799999999999,Acme,2016,Tuesday,August,WA
CA-2017-149895,2017-09-08,2017-09-12,Standard Class,EB-14110,"E, Barchas",Consumer,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,258.528,2,0.4,-47.3968,Aastra,2017,Friday,September,PA
CA-2017-147564,2017-10-02,2017-10-06,Standard Class,BP-11155,"B, Pak",Consumer,New York City,New York,10011,East,OFF-PA-10004438,Office Supplies,Paper,Xerox 1907,49.12,4,0.0,23.0864,Xerox,2017,Monday,October,NY
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,"L, Shagiari",Home Office,Dallas,Texas,75081,Central,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,30.56,5,0.8,-45.84,Surelock,2017,Sunday,November,TX
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,"L, Shagiari",Home Office,Dallas,Texas,75081,Central,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,-15.5904,Fellowes,2017,Sunday,November,TX
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,"L, Shagiari",Home Office,Dallas,Texas,75081,Central,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.49899999999999,Panasonic,2017,Sunday,November,TX
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,"L, Shagiari",Home Office,Dallas,Texas,75081,Central,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,4.4312,#10-,2017,Sunday,November,TX
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,"L, Shagiari",Home Office,Dallas,Texas,75081,Central,TEC-AC-10004568,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,-0.559800000000005,Maxell LTO,2017,Sunday,November,TX
CA-2017-164168,2017-11-12,2017-11-18,Standard Class,LS-16975,"L, Shagiari",Home Office,Dallas,Texas,75081,Central,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",22.848,3,0.6,-17.7072,Eldon,2017,Sunday,November,TX
CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,"R, Buch",Consumer,Cincinnati,Ohio,45231,East,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988,Logitech,2017,Monday,September,OH
CA-2017-162572,2017-09-25,2017-09-27,Second Class,RB-19360,"R, Buch",Consumer,Cincinnati,Ohio,45231,East,OFF-AR-10001547,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282,Newell,2017,Monday,September,OH
US-2016-148110,2016-09-05,2016-09-11,Standard Class,AR-10825,"A, Rawles",Corporate,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,Situations,2016,Monday,September,TX
CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,"C, Sayre",Corporate,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963.136,4,0.2,108.3528,Global,2017,Saturday,February,WA
CA-2017-131828,2017-02-11,2017-02-13,Second Class,CS-11845,"C, Sayre",Corporate,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,Logitech,2017,Saturday,February,WA
CA-2016-120558,2016-06-07,2016-06-10,First Class,RD-19810,"R, DeVincentis",Home Office,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,Xerox,2016,Tuesday,June,NY
CA-2017-150497,2017-07-20,2017-07-24,Standard Class,SM-20950,"S, McNair",Corporate,Maple Grove,Minnesota,55369,Central,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,735.98,2,0.0,331.191,Ibico,2017,Thursday,July,MN
US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,"D, Braden",Consumer,Jacksonville,North Carolina,28540,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185,Tenex,2016,Saturday,March,NC
US-2016-162677,2016-03-26,2016-03-27,First Class,DB-13210,"D, Braden",Consumer,Jacksonville,North Carolina,28540,South,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964,Case,2016,Saturday,March,NC
CA-2016-146682,2016-10-29,2016-10-31,First Class,KW-16435,"K, Willman",Consumer,Lansing,Michigan,48911,Central,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5,0.0,32.16,Electrix,2016,Saturday,October,MI
CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,"K, Carter",Corporate,Tallahassee,Florida,32303,South,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392,Novimex,2016,Saturday,May,FL
CA-2016-138695,2016-05-28,2016-06-03,Standard Class,KC-16675,"K, Carter",Corporate,Tallahassee,Florida,32303,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.192,13,0.2,19.435,Great,2016,Saturday,May,FL
CA-2017-107461,2017-12-21,2017-12-26,Second Class,PK-19075,"P, Kriz",Consumer,Columbia,South Carolina,29203,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0.0,11.2236,Ibico,2017,Thursday,December,SC
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,"K, Takahito",Consumer,Chicago,Illinois,60623,Central,OFF-BI-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,3.168,2,0.8,-4.752,Avery,2016,Monday,March,IL
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,"K, Takahito",Consumer,Chicago,Illinois,60623,Central,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",528.43,5,0.3,0.0,Global,2016,Monday,March,IL
US-2016-133879,2016-03-21,2016-03-28,Standard Class,KT-16465,"K, Takahito",Consumer,Chicago,Illinois,60623,Central,OFF-AR-10004956,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066,Newell,2016,Monday,March,IL
CA-2017-157483,2017-11-11,2017-11-18,Standard Class,EP-13915,"E, Phan",Consumer,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0.0,50.9208,Boston,2017,Saturday,November,MI
US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,"A, Prichep",Consumer,Fort Collins,Colorado,80525,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",180.588,2,0.7,-240.784,Atlantic,2017,Saturday,September,CO
US-2017-132059,2017-09-23,2017-09-29,Standard Class,AP-10915,"A, Prichep",Consumer,Fort Collins,Colorado,80525,West,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.599799999999997,Belkin,2017,Saturday,September,CO
CA-2017-122280,2017-09-10,2017-09-10,Same Day,SH-20395,"S, Hopkins",Consumer,New York City,New York,10024,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0.0,9.0048,Rediform,2017,Sunday,September,NY
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,"S, McNair",Corporate,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726,Eldon,2017,Tuesday,December,NY
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,"S, McNair",Corporate,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908,Seth,2017,Tuesday,December,NY
CA-2017-105235,2017-12-05,2017-12-11,Standard Class,SM-20950,"S, McNair",Corporate,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,254.9,5,0.0,68.823,Eureka,2017,Tuesday,December,NY
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,"B, Moss",Corporate,Columbia,Maryland,21044,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.4344,Wilson,2017,Thursday,November,MD
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,"B, Moss",Corporate,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,826.62,3,0.0,355.4466,Maxell iVDR,2017,Thursday,November,MD
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,"B, Moss",Corporate,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633.14,9,0.0,473.6106,Adjustable,2017,Thursday,November,MD
CA-2017-152912,2017-11-09,2017-11-12,Second Class,BM-11650,"B, Moss",Corporate,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544.38,3,0.0,157.8702,Adjustable,2017,Thursday,November,MD
CA-2017-159352,2017-03-12,2017-03-17,Standard Class,KB-16585,"K, Black",Corporate,Lowell,Massachusetts,1852,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0.0,32.1678,PowerGen,2017,Sunday,March,MA
US-2017-146416,2017-10-20,2017-10-22,Second Class,JE-16165,"J, Ellison",Corporate,Woodland,California,95695,West,OFF-LA-10003714,Office Supplies,Labels,Avery 510,3.75,1,0.0,1.8,Avery,2017,Friday,October,CA
US-2017-146416,2017-10-20,2017-10-22,Second Class,JE-16165,"J, Ellison",Corporate,Woodland,California,95695,West,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,7.5864,Wilson,2017,Friday,October,CA
CA-2017-123981,2017-10-02,2017-10-08,Standard Class,RW-19630,"R, Williams",Corporate,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,65.99,1,0.0,17.1574,Plantronics,2017,Monday,October,NY
CA-2017-158953,2017-06-04,2017-06-08,Standard Class,ML-18040,"M, Lonsdale",Corporate,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6.37,7,0.8,-9.555,Presstex,2017,Sunday,June,TX
CA-2016-169026,2016-08-08,2016-08-13,Standard Class,CM-12655,"C, Mitchell",Home Office,Jackson,Mississippi,39212,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0.0,0.2334,Alliance,2016,Monday,August,MS
CA-2017-109750,2017-07-22,2017-07-28,Standard Class,FH-14365,"F, Hopkins",Corporate,New York City,New York,10009,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0.0,14.0859,Square,2017,Saturday,July,NY
CA-2017-164000,2017-12-18,2017-12-22,Standard Class,AH-10030,"A, Hawkins",Corporate,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.338,Avery,2017,Monday,December,PA
CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,"L, Armstrong",Corporate,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,0.0,118.983,Logitech,2016,Saturday,January,CA
CA-2016-108882,2016-01-09,2016-01-15,Standard Class,LA-16780,"L, Armstrong",Corporate,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,377.928,9,0.2,141.723,netTALK,2016,Saturday,January,CA
US-2017-108245,2017-09-22,2017-09-27,Standard Class,SH-19975,"S, Hughsby",Corporate,Pearland,Texas,77581,Central,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,13.392,3,0.2,5.022,Staple,2017,Friday,September,TX
